questionText,questionType,answerText,answerType,answerHelpfulness,Helpfulness_Target
How tall are these figures? (Nowhere in the description does it specify the height and width),descriptive,"These figures range in hiegt depending on the figure. They are advrage 6"" figures Frieza,teen Gohan and Krillin are about 5 1/2"" since there characters were shorter then other in the series. Hope this helps. Frieza will be a great add to your DBZ collection.",NA,"[1, 2]",0
How tall are these figures? (Nowhere in the description does it specify the height and width),descriptive,"Sorry for my 1st answer I'm trying to reply from my crappy cell phone but i meant to say frieza is 1.5 inches approximately anyway from shoulder to shoulder but slightly wider in the forearm region. Super saiyan goku is 6.5 inches from the tip of his hair to the bottom of his boots. i don't own non SS goku but the only thing that would change that 6.5 inch height would obviously be his hair. goku is 2 inches from shoulder to shoulder and again slightly wider near the forearms. now perfect cell is a taller character thus a taller figure standing 7 inches tall and just over 2 inches wide. vegeta is 6 inches and considering his hair height doesn't change it goes for SS and non SS forms which are 2 different figurines which is annoying but then again there is 3 different gokus and SS 2 is nowhere to be found so idk wut they r doin ovee at bandai cuz they shouldve included a SS2 interchangeable head with the SS goku. But hey I'm just a consumer with what they think is an endless supply of cash and can for over 100$ per figure. Anyway where were we... Trunks is 5.25 inches tall non SS and about 5.5 Super Saiyajin and he comes with a sweet sword! SS2 Gohan is 5 inches and so is SS1 form due to gohans weird SS1 transformation lookin hair with that top spike. and SS3 goku is just under 6.5 inches because his hair spikes but goes back which FYI makes him very top heavy and very difficult to pose without the included stand. I don't own krillin, SS Vegeta, non SS Goku, or Piccolo, YET but that's because people want insane amounts of cash for SS Vegeta and Piccolo. so there ya have it enjoy reading my novel of a response LOL hope it helped. KAMEHAMEHA!!!!!",NA,"[1, 2]",0
How tall are these figures? (Nowhere in the description does it specify the height and width),descriptive,"its does Product Dimensions: 5.5 x 1 x 1 inches ; 12.8 ounces  between 5"" to 6"" tall",NA,"[0, 2]",0
Can you actually see the smoke as it puffs...the last Lionel I had you could only see it if you were eye level and against a dark back ground.,descriptive,If you start the engine at 80-100% speed to get the smoke starting and back the throttle back to 50-60% it's easily visible... the faster the locomotive goes the more difficult it is to see.  The included smoke fluid did not seem to generate nearly as much effect smoke as the MTH ProtoSmoke product (also sold on Amazon) when tested in the same locomotives.,NA,"[6, 6]",1
Can you actually see the smoke as it puffs...the last Lionel I had you could only see it if you were eye level and against a dark back ground.,descriptive,You can see the smoke from a distance if the train is running at a relatively slow speed. I would agree that the smoke is not the units strong suit but when operated at a slower speed it puffs out nice smoke rings.,NA,"[5, 5]",1
Hi!  What is the difference between this set and the other Lionel Penn Flyer O Gauge train set listed for about $264?Do U have a picture of the box?,descriptive,"This one, for $199, is this year's model.  The more expensive one is actually last year's.  More importantly, this one has a remote control that is pared to this specific locomotive.  This means you don't have to be at the transformer to run it AND if you ever get another engine, you can easily run 2 trains independently of each other.  The more expensive set does NOT allow you to do that.",NA,"[14, 14]",1
Hi!  What is the difference between this set and the other Lionel Penn Flyer O Gauge train set listed for about $264?Do U have a picture of the box?,descriptive,"The biggest difference between the 2012 and older sets versus this one is the new Lionchief remote control/power system AND the inclusion of RailSounds enabled sound effects in the locomotive versus the transformer control + basic air whistle effect in the tender of the 2012 & older models.  Lionel indicated they had managed to reduce their cost to produce the newer set while including the additional features on the electronics side (which is why it has a lower MSRP than the 2012 edition).  The new locomotive is die-cast like the 2012 model but does not have the separate chromed handrails (the newer model has them molded into the body of the locomotive, more durable) and has a 2-tone tender with a brown top unlike the 2012 model that was all one color.  The caboose in the 2013 set loses the illumination feature and is brown instead of red. The engine is not bright green as the photo might indicate, it's a dark gray with a dirty greenish tint with a change to straight gunmetal gray toward the front of the locomotive where the smokestack is located. I also noted a prior review here indicating this locomotive will not work on a ""conventional"" layout.  I have run a LionChief locomotive on a standard 18v layout with other trains and it works fine (as long as you use the LionChief remote to manage the loco it's paired with)... which is in line with what Lionel publishes on their site about the topic:Run more than one locomotive on the same track!* Distinct frequencies available for different LionChief locomotives allow for multiple remote engines to run at the same time* LionChief locomotives can also run on any track powered by a conventional transformer at a constant 18 volts* LionChief locomotives can operate at the same time as any Legacy or TMCC-controlled engine on the same 18 volt-powered layout and track.. the specific caveats on how this works are included in the user manual:""If you do choose to run your LionChief locomotive with a transformer, set the train voltage to full (18 volts) and use the remote to run the train and trigger the sounds. The locomotive is not designed to respond to the transformer's throttle, direction button, horn button, or bell button; the locomotive only responds to commands from its LionChief remote""",NA,"[9, 9]",1
Hi!  What is the difference between this set and the other Lionel Penn Flyer O Gauge train set listed for about $264?Do U have a picture of the box?,descriptive,"This set is the 2013 starter set that comes with the ""Lion Chief"" remote.  The track is at a constant 18v and the engine can only be driven by the included remote.  If you purchase another Lion Chief engine you can run two engines on the same layout.  This engine cannot be used with conventional layouts that have other trains controlled by the transformer.",NA,"[4, 8]",0
How do you get the train cars to attach to each other? I attach them but they pull apart very easily. What am I doing wrong?,descriptive,"There are very helpful videos at lionel.com. The video shows that there is a little, very small, lever on the back of cars. Gently press the lever and it opens the attachment. Then, gently slide the next car forward into the attachment and the lever will gently close over it. I try to make sure to attach on a straight track and then gently slide the attached cars forward. Hope that helps!",NA,"[2, 2]",1
I am thinking about using this in lieu of a guestbook at our wedding; the idea is to let guests to leave us notes in it will this work size wise?,descriptive,"I don't know how may guests you are having or why you would want a rocket but I seriously do not believe it would work. You would have to keep taking the capsule top off and there isn't really that much room to stuff notes in the body.  It's made for the two little astronauts toys thatcome with it for the child's imagination.  So in my opinion, it wouldn't work. sorry.",NA,"[2, 2]",1
Made in the USA or 'Origin' in China?  Both statements can be found in the page!?,descriptive,"I don't know where it is made, but i wouldn't buy it. Super boring toy. Dust collector. And, the astronauts are difficult to get out of the rocket for little toddler hands. Designed for adults to buy.",NA,"[0, 1]",0
What age is this for?,descriptive,"3-7, maybe a little older",NA,"[2, 2]",1
What age is this for?,descriptive,I would say 3 and up would be fine.,NA,"[2, 2]",1
would you reccomend this to me?,yesno,I would get something larger,NA,"[0, 1]",0
is it fast,yesno,Noooooooo!,NA,"[0, 1]",0
"This boat will not work in the lake, but seems to work in the hot tub!? Why is this?",descriptive,"Lake may be to choppie, the boat has to have full contact with water in order to activate the sensor. Hope this helps. Mark",NA,"[1, 2]",0
"This boat will not work in the lake, but seems to work in the hot tub!? Why is this?",descriptive,"Check all connections, and press in on the remote wheel when accelerating. Maybe that would help.",NA,"[0, 1]",0
does it work for phantom 2?,yesno,yes they do if you have a phantom 2 + vision you need a diffent plug to attach to battery,Y,"[2, 2]",1
"is this the same one they sell at toys r us for 59.99, sku 8140F143",yesno,"I am sorry I haven.t been in Toys R Us, but you want to make sure you get ""Despicable Me 2 Minion Dave"". Minion Dave is 8"" high, has 55 sayings and has ""Banana Mode"" .There are two others, but in my opinion, this one is the best. I bought mine from Amazon for $34.00 + shipping. Try and bring up the Customer Video on this. I saved the video and have shown several people already.  Good luck. Hope I,ve been some help!",NA,"[3, 3]",1
